Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),EQE
Sr1.97Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,180,83,8,75,434.3594,208.9804,15.999,192.9814,565,200,60,140,8.34,3.44,0.95,2.49,18,6,2,4,35.2068262,13.618054,5.6948672,7.923186800000001,235.35000000000002,102,2.4899999999999998,99.51,534.393812,243.52,6.269412,237.25058800000002,1108.8,420,4.8,415.2,30.108499999999996,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,123.980609864,95.326378,0.21856548,95.10781252000001,298,372,23.74
LiScP2O7Cr0.06Yb0.003,11.063,7,0.003,6.997,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,111.64999999999999,56,0.21,55.79,229.475332996,111.99300000000001,0.519135,111.473865,933.925,420,0.525,419.475,30.899599999999996,24.08,0,24.08,56.366,42,0.006,41.994,128.677707841,95.326378,0.018762479999999998,95.30761552,298,450,24
NaBa4Al2B8O18Cl3Ce0.09Tb0.07,36.160000000000004,18,0.07,17.93,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,505.77000000000004,224,4.550000000000001,219.45,1130.80806078,549.308,11.124774500000001,538.1832254999999,3378.9,1080,12.250000000000002,1067.75,95.53080000000001,61.92,0,61.92,168.32,108,0.14,107.86,389.27822349999997,245.124972,0.41046600000000005,244.714506,298,323,25.39
Sr0.788Ca1.182Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,214.074,102,2.4899999999999998,99.51,478.199168,243.52,6.269412,237.25058800000002,1085.16,420,4.8,415.2,30.167599999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.47502628000001,95.326378,0.21856548,95.10781252000001,298,372,25.59
SrLu0.99Al2Si2O2N5Ce0.01,13,5,0.01,4.99,209,71,7,64,487.7753385000001,174.9668,14.007,160.9598,920,200,60,140,13.060000000000002,3.44,0.95,2.49,24,6,2,4,58.9489736,14.53413,5.425871,9.108259,213.87000000000003,70.29,0.58,69.71000000000001,474.404369,173.217132,1.4011600000000002,171.815972,1290.1,325,1.85,323.15,31.051199999999998,15.2,0.011200000000000002,15.188799999999999,55.00000000000001,25,0.02,24.98,139.30352628999998,72.67065,0.055386,72.615264,298,350,25.6
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,298,404,26
Na3P2O8Eu1,14,8,1,7,97,63,8,55,221.926531278,151.964,15.999,135.965,525,185,60,125,6.5600000000000005,3.44,0,3.44,14,6,1,5,34.91420170000001,13.618054,5.1390767,8.4789773,190,64,30,34,410.872831836,151.964,61.947523996,90.016476004,1405,540,185,355,34.69,27.52,0,27.52,63,48,2,46,151.0054191,108.944432,5.670385,103.27404700000001,298,393,26
Sr9Mg1.5P7O28Eu0.06,45.56,28,0.06,27.94,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,692.78,342,3.78,338.22,1498.943673986,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.16499999999999,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.34022309999999995,380.9652889,298,460,26.9
LiScP2O7Cr0.06Yb0.005,11.065000000000001,7,0.005,6.995,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,111.78999999999999,56,0.35000000000000003,55.65,229.821422996,111.99300000000001,0.8652249999999999,111.12777500000001,934.275,420,0.875,419.125,30.899599999999996,24.08,0,24.08,56.37,42,0.01,41.99,128.690216161,95.326378,0.0312708,95.2951072,298,450,27
Mg3P2O8Eu0.04,13.04,8,0.04,7.96,98,63,8,55,223.24176199800002,151.964,15.999,135.965,495,185,60,125,6.9399999999999995,3.44,0,3.44,15,6,2,4,37.42136,13.618054,5.670385,7.947669000000001,132.52,64,2.52,61.48,268.933083996,127.992,6.07856,121.91344000000001,1137.4,480,7.4,472.6,35.83,27.52,0,27.52,64.08,48,0.08,47.92,153.0833244,108.944432,0.2268154,108.7176166,298,378,27.63
Ba0.99LuAl2Si2O2N5Eu0.01,13,5,0.01,4.99,232,71,7,64,549.3303385,174.9668,14.007,160.9598,935,215,60,155,11.879999999999999,3.44,0,3.44,24,6,2,4,58.597555400000005,14.53413,5.211664,9.322465999999999,232.07,71,0.63,70.37,524.6062469999999,174.9668,1.51964,173.44716,1304.6999999999998,325,1.85,323.15,30.981099999999998,15.2,0,15.2,55.00000000000001,25,0.02,24.98,138.82378300999997,72.67065,0.05670385,72.61394614999999,298,365,29.5
Ca2GdSb0.994O6Mn0.006,10,6,0.006,5.994,168,64,8,56,390.02504400000004,157.25,15.999,141.251,705,180,60,120,9.24,3.44,1,2.44,22,7,2,5,41.9234122,13.618054,6.1131552,7.504898800000001,202.84400000000002,64,0.15,63.85,454.759068264,157.25,0.329628264,156.920371736,1044.97,360,0.84,359.16,25.887,20.64,0.009300000000000001,20.6307,47.012,36,0.042,35.958,108.685773174,81.708324,0.044604108,81.663719892,298,356,29.6
K2BiPO8MoSm0.025,13.025,8,0.025,7.975,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,243.55,83,1.55,81.45,545.851761998,208.9804,3.7590000000000003,205.22140000000002,1329.625,480,4.625,475.375,35.439249999999994,27.52,0.029249999999999998,27.49075,66.05,48,0.05,47.95,142.63148383000004,108.944432,0.14109275,108.80333925000001,298,404,30
Y2Mo4O15Eu0.01,21.01,15,0.01,14.99,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,366.63,168,0.63,167.37,803.11632,383.8,1.51964,382.28036000000003,1841.85,900,1.85,898.15,62.68,51.6,0,51.6,120.02,90,0.02,89.98,245.13175385,204.27081,0.05670385,204.21410615000002,298,393.5,30
K2BiPO8MoSm0.005,13.005,8,0.005,7.995,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,242.31,83,0.31,82.69,542.844561998,208.9804,0.7518000000000001,208.2286,1325.925,480,0.925,479.075,35.41585,27.52,0.00585,27.51415,66.01,48,0.01,47.99,142.51860963000001,108.944432,0.02821855,108.91621345,298,404,31
Zn3V2O8,13,8,2,6,61,30,8,22,132.32049999999998,65.38,15.999,49.38099999999999,330,135,60,75,6.72,3.44,1.63,1.81,23,12,5,7,29.75844,13.618054,6.746187,6.871867000000001,200,90,46,44,426.015,196.14,101.883,94.25699999999999,1155,480,270,210,35.73,27.52,3.26,24.259999999999998,94,48,10,38,150.619403,108.944432,13.492374,95.45205800000001,298,350,31
Ca8.1Y0.85P7O28Ce0.15Mn0.1,44.2,28,0.1,27.9,165,58,8,50,371.010645998,140.116,15.999,124.11700000000002,845,185,60,125,10.52,3.44,1,2.44,25,7,2,5,49.4077732,13.618054,5.5386,8.079454000000002,535.35,224,2.5,221.5,1091.5013023860001,447.97200000000004,5.4938044,442.47819560000005,4032.75,1680,14,1666,121.11,96.32,0.15500000000000003,96.16499999999999,222.75,168,0.3,167.7,511.08773392,381.305512,0.7434018,380.5621102,298,254,31.11
Ca5P3O12FEu0.025Mn0.08,21.104999999999997,12,0.025,11.975,140,63,8,55,312.95120916099995,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435000000002,253.575,100,1.5750000000000002,98.425,512.4918326769999,200.39000000000001,3.7991,196.5909,1985.825,900,4.625,895.375,56.954,41.28,0,41.28,104.61,72,0.05,71.95,243.601783065,163.416648,0.141759625,163.27488837500002,298,335,32.7
LiScP2O7Cr0.06Yb0.01,11.07,7,0.01,6.99,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,112.14,56,0.7000000000000001,55.3,230.68664799599998,111.99300000000001,1.7304499999999998,110.26255,935.15,420,1.75,418.25,30.899599999999996,24.08,0,24.08,56.38,42,0.02,41.98,128.721486961,95.326378,0.0625416,95.2638364,298,450,33
LaMgGa10.95O19Cr0.05,32,19,0.05,18.95,132,57,8,49,300.92857,138.90547,15.999,122.90647000000001,675,195,60,135,9.32,3.44,1.1,2.34,20,6,2,4,39.607000799999994,13.618054,5.5769,8.041154,561.6500000000001,339.45,1.2000000000000002,338.25,1233.258125,763.4668499999999,2.599805,760.867045,2915.5,1423.5,7,1416.5,87.6725,65.36,0.083,65.277,152.15,114,0.30000000000000004,113.7,337.99684120999996,258.743026,0.33832550000000006,258.4047005,298,410,33.5
Sr2.91YP3O12Eu0.03Mn0.06,19,12,0.03,11.97,188,63,8,55,430.40064599799996,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.121270200000005,13.618054,5.670385,7.947669000000001,293.97,110.58000000000001,1.5,109.08000000000001,636.6445286339999,254.97420000000002,3.29628264,251.67791736000004,1795.95,720,5.55,714.45,51.92750000000001,41.28,0,41.28,96.3,72,0.06,71.94,218.28218218199999,163.416648,0.17011154999999997,163.24653645,298,355,33.8
K2BiPO8MoSm0.01,13.01,8,0.01,7.99,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,242.62,83,0.62,82.38,543.596361998,208.9804,1.5036000000000003,207.4768,1326.85,480,1.85,478.15,35.421699999999994,27.52,0.0117,27.5083,66.02,48,0.02,47.98,142.54682818000003,108.944432,0.0564371,108.88799490000001,298,404,34
Sr2.88YP3O12Eu0.03Mn0.09,19,12,0.03,11.97,188,63,8,55,430.40064599799996,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.121270200000005,13.618054,5.670385,7.947669000000001,293.58,109.44,1.89,107.55,635.664069954,252.3456,4.55892,247.78668,1794.1499999999999,720,5.55,714.45,51.945499999999996,41.28,0,41.28,96.44999999999999,72,0.06,71.94,218.33435670600002,163.416648,0.17011154999999997,163.24653645,298,355,34.5
K2PWO8Tb0.5Eu0.5,13,8,0.5,7.5,244,74,8,66,580.8004119980001,183.84,15.999,167.841,875,220,60,160,8.15,3.44,0,3.44,22,6,1,5,47.843618539999994,13.618054,4.34066354,9.27739046,255,74,15,59,576.447036998,183.84,30.973761998,152.866238002,1335,480,87.5,392.5,33.05,27.52,0,27.52,63,48,1,47,141.74356758000002,108.944432,2.8351925,106.1092395,298,394,35.24
NaBa4Al2B8O18Cl3Ce0.09Tb0.09,36.18000000000001,18,0.09,17.91,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,507.07000000000005,224,5.22,218.78,1133.9865677799999,549.308,12.61044,536.69756,3382.4,1080,15.75,1064.25,95.53080000000001,61.92,0,61.92,168.36,108,0.18,107.82,389.39549949999997,245.124972,0.498474,244.62649800000003,298,323,35.26
Sr0.394Ca1.576Sb2O7Bi0.03,11,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,206.98200000000003,102,2.4899999999999998,99.51,459.46762,243.52,6.269412,237.25058800000002,1077.28,420,4.8,415.2,30.187299999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.639831752,95.326378,0.21856548,95.10781252000001,298,372,36.17
Ca14Zn6Ga9.97O35Mn0.03,65,35,0.03,34.97,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.82,309.07,0.75,308.32,2210.12345132,695.13831,1.64814132,693.49016868,6730.3,2520,4.2,2515.8,162.3922,120.39999999999999,0.0465,120.3535,340.11999999999995,210,0.21,209.79,678.617316286,476.63189,0.22302054,476.40886946,298,310,36.2
LiCa3ZnV3O12,20,12,1,11,84,30,3,27,179.33849999999998,65.38,6.94,58.44,655,180,60,120,8.7,3.44,0.98,2.46,26,12,1,11,41.263309961000004,13.618054,5.391714761,8.226339239000001,258,96,3,93,537.3665000000001,191.988,6.94,185.048,1945,720,135,585,51.8,41.28,0.98,40.300000000000004,106,72,1,71,216.780588361,163.416648,5.391714761,158.024933239,298,330,36.3
Ca2LuHf2Al3O12Ce0.02Tb0.5,20.52,12,0.02,11.98,307,72,8,64,735.5566885000001,178.49,15.999,162.491,1055,185,60,125,9.469999999999999,3.44,0,3.44,21,6,2,4,49.370318600000004,13.618054,5.425871,8.192183,423.66,144,1.16,142.84,967.3004105,356.98,2.8023200000000004,354.17768,2031.2,720,3.7,716.3,51.7324,41.28,0,41.28,96.04,72,0.04,71.96,215.7189466,163.416648,0.110772,163.305876,298,408,37
Na2Gd0.5PO8MoEu0.5,13,8,0.5,7.5,203,64,8,56,475.126531278,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.15642770000001,13.618054,5.1390767,8.4789773,206.5,64,15,49,455.502300558,127.992,30.973761998,97.018238002,1267.5,480,90,390,34.33,27.52,0,27.52,63,48,1,47,142.7117919,108.944432,2.8351925,106.1092395,298,396,37
Mg0.95Y3.8Si3O13Ce0.2Mn0.05,21,13,0.05,12.95,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,318.45000000000005,148.2,1.25,146.95,683.9440441999999,337.84219199999995,2.7469022,335.09528979999993,1980.5,780,7,773,56.602,44.72,0.07750000000000001,44.6425,104.05,78,0.35000000000000003,77.65,233.85868315000002,177.034702,0.3717009,176.6630011,298,328,37
Y2Mo4O15Eu0.05,21.05,15,0.05,14.95,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,369.15,168,3.1500000000000004,164.85,809.19488,383.8,7.5982,376.2018,1849.25,900,9.25,890.75,62.68,51.6,0,51.6,120.1,90,0.1,89.9,245.35856925000002,204.27081,0.28351925,203.98729075,298,393.5,38
Rb3LuV2O8,14,8,1,7,139,71,8,63,327.37510000000003,174.9668,15.999,158.9678,605,235,60,175,6.89,3.44,0.82,2.62,14,6,1,5,29.96724,13.618054,4.177128,9.440926000000001,292,111,46,65,661.2452,256.4034,101.883,154.5204,1630,705,175,530,34.24,27.52,1,26.52,63,48,2,46,140.39406100000002,108.944432,5.425871,103.518561,298,362,38
LiScP2O7Cr0.06Yb0.05,11.110000000000001,7,0.05,6.95,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,114.94,56,1.44,54.56,237.608447996,111.99300000000001,3.119766,108.87323400000001,942.15,420,8.4,411.6,30.899599999999996,24.08,0,24.08,56.46,42,0.1,41.9,128.971653361,95.326378,0.312708,95.01367,298,450,38
KMg4P3O12Eu0.02Li0.025,20.044999999999998,12,0.02,11.98,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.33499999999998,96,0.07500000000000001,95.925,424.440365994,191.988,0.17350000000000002,191.8145,1847.325,720,3.625,716.375,53.93450000000001,41.28,0,41.28,96.06500000000001,72,0.025,71.975,230.05051010902503,163.416648,0.1134077,163.3032403,298,365,38.26
Ca14Zn6Ga9.75O35Mn0.25,65,35,0.25,34.75,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1048.5,302.25,6.25,296,2206.870761,679.79925,13.734511,666.064739,6732.5,2520,35,2485,162.33499999999998,120.39999999999999,0.3875,120.01249999999999,341,210,1.75,208.25,678.93295385,476.63189,1.8585045,474.7733855,298,310,38.3
BaMgSi4O10Eu0.04Mn0.1,16.14,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,209.02,80,2.5,77.5,445.53436439999996,159.99,5.4938044,154.49619560000002,1426.4,600,7.4,592.6,44.355000000000004,34.4,0,34.4,80.78,60,0.08,59.92,182.61538819999998,136.18054,0.2268154,135.95372460000002,298,360,38.5
BaMgSi4O10Eu0.04Mn0.12,16.16,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,209.52,80,2.52,77.48,446.63312527999994,159.99,6.07856,153.91144,1429.2,600,7.4,592.6,44.386,34.4,0,34.4,80.92,60,0.08,59.92,182.76406856,136.18054,0.2268154,135.95372460000002,298,360,38.5
LiCa3MgV3O12,20,12,1,11,66,23,3,20,138.2635,50.9415,6.94,44.0015,670,180,60,120,8.36,3.44,0.98,2.46,16,6,1,5,39.515345961,13.618054,5.391714761,8.226339239000001,240,96,3,93,496.2915,191.988,6.94,185.048,1960,720,145,575,51.46,41.28,0.98,40.300000000000004,96,72,1,71,215.032624361,163.416648,5.391714761,158.024933239,298,330,38.8
NaBa4Al2B8O18Cl3Ce0.09Tb0.11,36.2,18,0.09,17.91,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,508.37,224,5.22,218.78,1137.16507478,549.308,12.61044,536.69756,3385.9,1080,16.65,1063.35,95.53080000000001,61.92,0,61.92,168.4,108,0.18,107.82,389.5127755,245.124972,0.498474,244.62649800000003,298,323,38.87
LiScP2O7Cr0.06Yb0.03,11.09,7,0.03,6.97,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,113.53999999999999,56,1.44,54.56,234.147547996,111.99300000000001,3.119766,108.87323400000001,938.65,420,5.25,414.75,30.899599999999996,24.08,0,24.08,56.42,42,0.06,41.94,128.84657016100002,95.326378,0.18762479999999998,95.13875320000001,298,450,39
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,573,310,39.9
KNaSiF6Mn0.06,9.06,6,0.06,5.94,78,25,9,16,164.109516443,54.938044,18.998403163,35.939640837,700,220,50,170,9.18,3.98,0.82,3.16,20,7,1,6,42.48826124000001,17.42282,4.34066354,13.08215646,99.5,54,1.5,52.5,207.45977089799996,113.990418978,3.29628264,110.69413633799999,818.4,300,8.4,291.6,27.622999999999998,23.88,0.093,23.787,48.42,42,0.42,41.58,122.61438432000001,104.53692000000001,0.44604108,104.09087892000001,298,460,41
Lu3Al4.994O12Mn0.003Mg0.003,20,12,0.003,11.997,129,71,8,63,297.1903825,174.9668,15.999,158.9678,650,175,60,115,8.91,3.44,1,2.44,20,7,2,5,40.1099464,13.618054,5.425871,8.192183,374.033,213,0.036000000000000004,212.964,851.8719324009999,524.9004,0.07291500000000001,524.827485,1870.1200000000001,720,0.42,719.58,52.32892,41.28,0.00393,41.276070000000004,93.009,72,0.006,71.994,209.6324291486,163.416648,0.022302054,163.39434594600002,298,326,41.39
Ca1.97Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,162,83,8,75,386.8174,208.9804,15.999,192.9814,545,180,60,120,8.39,3.44,1,2.44,18,6,2,4,35.6251142,13.618054,6.1131552,7.504898800000001,199.89000000000001,102,2.4899999999999998,99.51,440.736072,243.52,6.269412,237.25058800000002,1069.3999999999999,420,4.8,415.2,30.206999999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.804637224,95.326378,0.21856548,95.10781252000001,298,372,41.97
BaMgSi4O10Eu0.04Mn0.02,16.06,10,0.02,9.98,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,207.02,80,0.5,79.5,441.13932087999996,159.99,1.09876088,158.89123912000002,1415.2,600,2.8000000000000003,597.2,44.231,34.4,0,34.4,80.22,60,0.08,59.92,182.02066675999998,136.18054,0.14868036,136.03185964000002,298,360,42
BaMgSi4O10Eu0.04Mn0.08,16.119999999999997,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,208.52,80,2,78,444.43560352,159.99,4.39504352,155.59495648,1423.6000000000001,600,7.4,592.6,44.324000000000005,34.4,0,34.4,80.64,60,0.08,59.92,182.46670784,136.18054,0.2268154,135.95372460000002,298,360,42
NaBa4Al2B8O18Cl3Ce0.09Tb0.13,36.220000000000006,18,0.09,17.91,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,509.67,224,5.22,218.78,1140.34358178,549.308,12.61044,536.69756,3389.4,1080,16.65,1063.35,95.53080000000001,61.92,0,61.92,168.44,108,0.18,107.82,389.6300515,245.124972,0.498474,244.62649800000003,298,323,43.38
Ca14Zn6Ga9.91O35Mn0.09,65,35,0.09,34.91,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.46,307.21,2.25,304.96,2209.2363539600005,690.95493,4.94442396,686.01050604,6730.900000000001,2520,12.6,2507.4,162.3766,120.39999999999999,0.13949999999999999,120.2605,340.36,210,0.63,209.37,678.703399258,476.63189,0.66906162,475.96282838,298,310,43.7
Ca1.2SiO4Eu0.8,7,4,0.8,3.2,105,63,8,55,236.126,151.964,15.999,135.965,535,185,60,125,6.34,3.44,0,3.44,14,6,2,4,33.5532772,13.618054,5.670385,7.947669000000001,120.4,50.400000000000006,14,36.400000000000006,261.74580000000003,121.5712,28.085,93.4862,714,240,110,130,16.86,13.76,0,13.76,32,24,1.6,22.4,74.49599324,54.472216,4.536308,49.935908000000005,298,450,44
LaMgGa10.8O19Cr0.2,32,19,0.2,18.8,132,57,8,49,300.92857,138.90547,15.999,122.90647000000001,675,195,60,135,9.32,3.44,1.1,2.34,20,6,2,4,39.607000799999994,13.618054,5.5769,8.041154,560.5999999999999,334.8,4.800000000000001,330,1230.59909,753.0084,10.39922,742.60918,2917,1404,28,1376,87.64999999999999,65.36,0.332,65.028,152.6,114,1.2000000000000002,112.8,338.11192243999994,258.743026,1.3533020000000002,257.389724,298,410,44.5
Ce2AlO3NDy0.03Eu0.06,7.09,3,0.03,2.97,215,66,7,59,511.5675385,162.5,14.007,148.493,795,185,60,125,10.430000000000001,3.44,0,3.44,20,6,2,4,51.285987399999996,14.53413,5.5386,8.995529999999999,165.76,116,1.98,114.02,383.21037850000005,280.232,4.875,275.357,756.35,370,5.25,364.75,17.2466,10.32,0,10.32,30.18,18,0.06,17.94,72.96965500000002,40.854162,0.17817149999999998,40.675990500000005,298,360,45
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,523,310,46.1
