Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),EQE
Rb3YV2O8,14,8,1,7,107,39,8,31,241.31413999999998,88.90584,15.999,72.90684,610,235,60,175,7.109999999999999,3.44,0.82,2.62,15,6,1,5,30.758629,13.618054,4.177128,9.440926000000001,260,111,39,72,575.1842399999999,256.4034,88.90584,167.49755999999996,1635,705,180,525,34.46,27.52,1.22,26.3,64,48,3,45,141.18545,108.944432,6.21726,102.72717200000001,298,362,47
BaMgSi4O10Eu0.04Mn0.06,16.099999999999998,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,208.02,80,1.5,78.5,443.33684264,159.99,3.29628264,156.69371736000002,1420.8000000000002,600,7.4,592.6,44.293000000000006,34.4,0,34.4,80.5,60,0.08,59.92,182.31802747999998,136.18054,0.2268154,135.95372460000002,298,360,47
BaMgSi4O10Eu0.04Mn0.04,16.08,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,207.52,80,1,79,442.23808175999994,159.99,2.19752176,157.79247824,1418,600,5.6000000000000005,594.4,44.262,34.4,0,34.4,80.36,60,0.08,59.92,182.16934712,136.18054,0.2268154,135.95372460000002,298,360,47.5
Ca14Zn6Ga9.8O35Mn0.2,65,35,0.2,34.8,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1048.8,303.8,5,298.8,2207.6100088000003,683.2854000000001,10.9876088,672.2977912000001,6732,2520,28,2492,162.348,120.39999999999999,0.31000000000000005,120.08999999999999,340.79999999999995,210,1.4000000000000001,208.6,678.86121804,476.63189,1.4868036,475.1450864,298,310,48.2
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,473,460,48.5
Sr1.85MgB2O6Ce0.05Tb0.05,10.950000000000001,6,0.05,5.95,186,65,5,60,437.77535,158.92535,10.81,148.11535,855,200,60,140,8.86,3.44,0,3.44,17,6,2,4,46.6595752,13.618054,5.5386,8.079454000000002,146.45000000000002,70.3,2.9000000000000004,67.39999999999999,318.9680675,162.097,7.005800000000001,155.09120000000001,1068,370,8.75,361.25,27.843500000000002,20.64,0,20.64,47.900000000000006,36,0.1,35.9,117.05622131999999,81.708324,0.27693,81.43139400000001,298,323,48.92
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,473,310,49
NaCaPO4Tb0.02Ce0.02,7.039999999999999,4,0.02,3.98,177,65,8,57,409.08188127799997,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,80.46,32,1.16,30.84,164.01835827800002,63.996,2.8023200000000004,61.19368,707.2,240,3.5,236.5,17.9024,13.76,0,13.76,32.08,24,0.04,23.96,76.43918190000001,54.472216,0.110772,54.361444000000006,298,328,49.1
NaCa0.96PO4Ce0.02Tb0.02,6.999999999999999,4,0.02,3.98,177,65,8,57,409.081881278,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,79.66,32,1.16,30.84,162.415238278,63.996,2.8023200000000004,61.19368,700,240,3.5,236.5,17.8624,13.76,0,13.76,32,24,0.04,23.96,76.194655692,54.472216,0.110772,54.361444000000006,298,328,49.1
K3ScF6Mn0.0341,10.0341,6,0.0341,5.9659,74,25,9,16,157.99065516299999,54.938044,18.998403163,35.939640837,570,220,50,170,7.71,3.98,0.82,3.16,18,7,1,6,35.758991540000004,17.42282,4.34066354,13.08215646,132.8525,57,0.8524999999999999,56.1475,278.1146142784,117.29490000000001,1.8733873004,115.42151269960002,1124.774,660,4.774,655.226,27.752855,23.88,0.052855,23.827144999999998,48.2387,42,0.2387,41.7613,124.3739006338,104.53692000000001,0.2535000138,104.28341998620002,298,460,50.6
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,423,310,51.6
BaMgSi4O10Eu0.04,16.04,10,0.04,9.96,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.539999999999999,3.44,0,3.44,16,6,2,4,40.298021000000006,13.618054,5.211664,8.406390000000002,206.52,80,2.52,77.48,440.04055999999997,159.99,6.07856,153.91144,1412.4,600,7.4,592.6,44.2,34.4,0,34.4,80.08,60,0.08,59.92,181.8719864,136.18054,0.2268154,135.95372460000002,298,360,51.7
Ca2Tb7.94Si6O26Eu0.06,42,26,0.06,25.94,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.88,516.1,3.78,512.32,1935.6251189999998,1261.867279,9.11784,1252.7494390000002,3980.6,1560,11.1,1548.9,102.84,89.44,0,89.44,200,156,0.12,155.88,462.10460750000004,354.069404,0.34022309999999995,353.7291809,298,238,52
Ca14Zn6Ga9.88O35Mn0.12,65,35,0.12,34.88,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.28,306.28000000000003,3,303.28000000000003,2208.7928052800003,688.86324,6.59256528,682.27067472,6731.2,2520,16.8,2503.2,162.3688,120.39999999999999,0.186,120.21399999999998,340.47999999999996,210,0.84,209.16,678.746440744,476.63189,0.89208216,475.73980784,298,310,52.4
La0.96Lu0.04Al0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,186,71,8,63,436.09585250000003,174.9668,15.999,158.9678,845,195,60,135,10.01,3.44,1,2.44,23,7,2,5,45.6868464,13.618054,5.425871,8.192183,94.57100000000001,54.72,0.012,54.708,215.35174166700003,133.3492512,0.024305,133.3249462,499.23999999999995,187.2,0.14,187.06,13.025640000000001,10.32,0.0013100000000000002,10.31869,23.963,18,0.002,17.998,52.4138979562,40.854162,0.007434018000000001,40.846727982000004,298,337,52.6
La0.97Lu0.03Al0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,186,71,8,63,436.09585250000003,174.9668,15.999,158.9678,845,195,60,135,10.01,3.44,1,2.44,23,7,2,5,45.6868464,13.618054,5.425871,8.192183,94.43100000000001,55.29,0.012,55.278,214.99112836700002,134.7383059,0.024305,134.7140009,499.43999999999994,189.15,0.14,189.01000000000002,13.02664,10.32,0.0013100000000000002,10.31869,23.973000000000003,18,0.002,17.998,52.4154082462,40.854162,0.007434018000000001,40.846727982000004,298,337,52.8
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,373,310,53.4
LiGd0.2W2O8Eu0.8,12,8,0.2,7.8,212,74,3,71,515.9929999999999,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.693979760999994,13.618054,5.391714761,8.226339239000001,278.20000000000005,148,3,145,655.6332,367.68,6.94,360.74,1079,480,36,444,32.14,27.52,0,27.52,63,48,0.4,47.6,135.830473961,108.944432,1.2299592000000001,107.71447280000001,298,395,54
Ca0.98Li0.01AlSiN3Ce0.01,6,3,0.01,2.99,115,58,3,55,256.20753850000006,140.116,6.94,133.17600000000002,810,185,65,120,9.650000000000002,3.04,0.98,2.06,17,5,1,4,45.715051361,14.53413,5.391714761,9.142415238999998,68.21,21,0.03,20.97,137.8345385,42.021,0.0694,41.9516,609.7,195,1.45,193.55,13.631000000000002,9.120000000000001,0.0098,9.1102,23.99,15,0.01,14.99,63.84003664361,43.60239,0.05391714761,43.54847285239,298,460,54
LaAl0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,115,57,8,49,261.1290525,138.90547,15.999,122.90647000000001,670,195,60,135,9.01,3.44,1.1,2.34,21,7,2,5,40.2609754,13.618054,5.5769,8.041154,94.01100000000001,57,0.012,56.988,213.90928846700004,138.90547,0.024305,138.881165,500.03999999999996,195,0.14,194.86,13.02964,10.32,0.0013100000000000002,10.31869,24.003,18,0.002,17.998,52.4199391162,40.854162,0.007434018000000001,40.846727982000004,298,337,54.9
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,323,310,55.4
Ca0.98AlSiN3Ce0.01Li0.01,6,3,0.01,2.99,115,58,3,55,256.20753850000006,140.116,6.94,133.17600000000002,810,185,65,120,9.65,3.04,0.98,2.06,17,5,1,4,45.715051361,14.53413,5.391714761,9.142415238999998,68.21,21,0.03,20.97,137.83453850000004,42.021,0.0694,41.9516,609.7,195,1.45,193.55,13.631000000000002,9.120000000000001,0.0098,9.1102,23.990000000000002,15,0.01,14.99,63.84003664361,43.60239,0.05391714761,43.54847285239,298,460,56
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,298,310,56.2
Sr3Lu0.97P3O12Sm0.03,19,12,0.03,11.97,194,71,8,63,459.91956199800006,174.9668,15.999,158.9678,720,200,60,140,8.75,3.44,0.95,2.49,17,6,2,4,40.869188199999996,13.618054,5.425871,8.192183,325.73,114,1.8599999999999999,112.14,721.997881994,262.86,4.510800000000001,258.3492,1795.3,720,5.55,714.45,51.7051,41.28,0.0351,41.2449,95,72,0.06,71.94,217.39371377000003,163.416648,0.16931129999999997,163.2473367,298,403,56.3
La0.99Lu0.01Al0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,186,71,8,63,436.09585250000003,174.9668,15.999,158.9678,845,195,60,135,10.01,3.44,1,2.44,23,7,2,5,45.6868464,13.618054,5.425871,8.192183,94.15100000000001,56.43,0.012,56.418,214.26990176700005,137.5164153,0.024305,137.4921103,499.84,193.05,0.14,192.91000000000003,13.028640000000001,10.32,0.0013100000000000002,10.31869,23.993000000000002,18,0.002,17.998,52.4184288262,40.854162,0.007434018000000001,40.846727982000004,298,337,56.5
Mg3P2O8Eu0.04Mn0.09,13.129999999999999,8,0.04,7.96,123,63,8,55,278.179805998,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669000000001,134.77,64,2.25,61.75,273.877507956,127.992,4.94442396,123.04757604000001,1150,480,7.4,472.6,35.9695,27.52,0,27.52,64.71,48,0.08,47.92,153.75238602000002,108.944432,0.2268154,108.7176166,298,378,58.57
Y2Mo4O15Eu0.75,21.75,15,0.75,14.25,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,413.25,168,47.25,120.75,915.56968,383.8,113.973,269.827,1978.75,900,138.75,761.25,62.68,51.6,0,51.6,121.5,90,1.5,88.5,249.32783875,204.27081,4.25278875,200.01802125,298,393.5,59
Ba2Y2.95B5O17Ce0.01Tb0.4,27.36,17,0.01,16.99,231,65,5,60,552.0831900000001,158.92535,10.81,148.11535,900,215,60,155,8.71,3.44,0,3.44,18,6,2,4,44.747397,13.618054,5.211664,8.406390000000002,414.63,136,0.58,135.42,927.930528,274.654,1.4011600000000002,273.25284,2477.85,1020,1.85,1018.15,74.0702,58.48,0,58.48,130.67000000000002,102,0.02,101.98,304.162164,231.506918,0.055386,231.45153200000001,298,345,59
Ca2LuHf2Al3O12Ce0.02,20.02,12,0.02,11.98,242,72,8,64,576.6313385000001,178.49,15.999,162.491,880,185,60,125,9.469999999999999,3.44,1,2.44,19,6,2,4,43.50651860000001,13.618054,5.425871,8.192183,391.16,144,1.16,142.84,887.8377355,356.98,2.8023200000000004,354.17768,1943.7,720,3.7,716.3,51.7324,41.28,0.022400000000000003,41.257600000000004,95.04,72,0.04,71.96,212.7870466,163.416648,0.110772,163.305876,298,408,59.4
La1.97MgGe0.992O6Dy0.03Mn0.008,9.999999999999998,6,0.008,5.992,200,66,8,58,469.277514,162.5,15.999,146.501,845,195,60,135,10.63,3.44,1.1,2.34,24,7,2,5,48.113692,13.618054,5.5769,8.041154,206.21399999999997,112.28999999999999,0.2,112.08999999999999,471.30624025200007,273.64377590000004,0.439504352,273.20427154800007,1024.52,384.15,1.12,383.03,26.15992,20.64,0.012400000000000001,20.6276,47.994,36,0.056,35.944,108.41493516400001,81.708324,0.059472144000000005,81.64885185600001,298,350,60.3
Sr1.98Si5N8Eu0.04,15.02,8,0.04,7.96,122,63,7,56,281.67600000000004,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,203.76000000000002,75.24,2.52,72.72,432.04715999999996,173.48760000000001,6.07856,167.40904,1473.4,550,7.4,542.6,35.701,24.32,0,24.32,64.04,40,0.08,39.92,168.534107456,116.27304,0.2268154,116.04622459999999,298,460,61
Ca2PO4ClEu0.11,8.11,4,0.11,3.89,123,63,8,55,274.464761998,151.964,15.999,135.965,625,185,60,125,9.79,3.44,0,3.44,22,7,2,5,48.8559102,13.618054,5.670385,7.947669000000001,110.93,40,6.93,33.07,227.291801998,80.156,16.71604,63.439960000000006,820.35,360,20.35,339.65,21.11,13.76,0,13.76,40.22,24,0.22,23.78,90.77658475000001,54.472216,0.62374235,53.84847365,298,400,61
NaSrBO3Ce0.01,6.01,3,0.01,2.99,120,58,5,53,277.53476928000003,140.116,10.81,129.306,710,200,60,140,8.48,3.44,0.93,2.51,14,6,1,5,38.28861690000001,13.618054,5.1390767,8.4789773,78.58,38,0.58,37.42,170.81792928000002,87.62,1.4011600000000002,86.21884,646.85,200,1.85,198.15,14.2512,10.32,0.011200000000000002,10.3088,24.02,18,0.02,17.98,60.041510900000006,40.854162,0.055386,40.798776000000004,298,355,61.6
Y2Mo4O15Eu0.1,21.1,15,0.1,14.9,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,372.3,168,6.300000000000001,161.7,816.79308,383.8,15.1964,368.60360000000003,1858.5,900,18.5,881.5,62.68,51.6,0,51.6,120.2,90,0.2,89.8,245.6420885,204.27081,0.5670385,203.70377150000002,298,393.5,62
La0.98Lu0.02Al0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,186,71,8,63,436.09585250000003,174.9668,15.999,158.9678,845,195,60,135,10.01,3.44,1,2.44,23,7,2,5,45.6868464,13.618054,5.425871,8.192183,94.29100000000001,55.86,0.012,55.848,214.630515067,136.1273606,0.024305,136.1030556,499.64,191.1,0.14,190.96,13.02764,10.32,0.0013100000000000002,10.31869,23.983,18,0.002,17.998,52.4169185362,40.854162,0.007434018000000001,40.846727982000004,298,337,62.1
Na0.34Ca0.66Al1.66Si2.34O8Eu0.07,13.07,8,0.07,7.93,129,63,8,55,286.09730778,151.964,15.999,135.965,840,185,60,125,8.879999999999999,3.44,0,3.44,18,6,1,5,44.6781223,13.618054,5.1390767,8.4789773,139.69,64,3.74,60.26,283.4057354652,127.992,7.8165215552000005,120.1754784448,1137.8500000000001,480,12.950000000000001,467.05,35.6148,27.52,0,27.52,64.14,48,0.14,47.86,144.134641224,108.944432,0.39692695,108.54750505000001,298,365,68
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,423,460,68.58
Ba2Y5B5O17Ce0.25,29.25,17,0.25,16.75,166,58,5,53,393.15784,140.116,10.81,129.306,725,215,60,155,8.71,3.44,0.89,2.55,16,6,2,4,38.883597,13.618054,5.211664,8.406390000000002,482.5,195,14.5,180.5,1080.2451999999998,444.5292,35.029,409.5002,2821.25,1020,46.25,973.75,76.84,58.48,0.28,58.199999999999996,136.5,102,0.5,101.5,315.891291,231.506918,1.38465,230.12226800000002,298,363,70
Sr0.8Ca0.2AlSiN3Eu0.008,6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.90400000000001,30.400000000000002,0.504,29.896,176.4148505,70.096,1.215712,68.88028800000001,627.48,195,1.48,193.52,13.590000000000002,9.120000000000001,0,9.120000000000001,24.016,15,0.016,14.984,63.563729280000004,43.60239,0.04536308,43.55702692,298,455,70
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,296,460,71.34
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,373,460,71.41
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,323,460,71.67
Y2Mo4O15Eu0.25,21.25,15,0.25,14.75,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,381.75,168,15.75,152.25,839.58768,383.8,37.991,345.809,1886.25,900,46.25,853.75,62.68,51.6,0,51.6,120.5,90,0.5,89.5,246.49264625,204.27081,1.41759625,202.85321375,298,393.5,73
Ba2Y3.75Lu1.25B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,522.5,146.25,14.5,131.75,1187.8213999999998,333.3969,35.029,298.3679,2815,1020,46.25,973.75,76.565,58.48,0.28,58.199999999999996,135.25,102,0.5,101.5,314.90205475000005,231.506918,1.38465,230.12226800000002,298,363,73
NaCaPO4Tb0.06Ce0.02,7.079999999999999,4,0.02,3.98,177,65,8,57,409.08188127799997,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,83.06,32,1.16,30.84,170.37537227800001,63.996,2.8023200000000004,61.19368,714.2,240,3.7,236.3,17.9024,13.76,0,13.76,32.16,24,0.04,23.96,76.6737339,54.472216,0.110772,54.361444000000006,298,328,74.7
NaCa0.92PO4Ce0.02Tb0.06,6.999999999999999,4,0.02,3.98,177,65,8,57,409.081881278,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,81.46000000000001,32,1.16,30.84,167.169132278,63.996,2.8023200000000004,61.19368,699.8000000000001,240,3.7,236.3,17.822400000000002,13.76,0,13.76,32,24,0.04,23.96,76.184681484,54.472216,0.110772,54.361444000000006,298,328,74.7
NaCaPO4Tb0.04Ce0.02,7.06,4,0.02,3.98,177,65,8,57,409.08188127799997,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,81.75999999999999,32,1.16,30.84,167.19686527800002,63.996,2.8023200000000004,61.19368,710.7,240,3.7,236.3,17.9024,13.76,0,13.76,32.12,24,0.04,23.96,76.5564579,54.472216,0.110772,54.361444000000006,298,328,76.2
NaCa0.94PO4Ce0.02Tb0.04,6.999999999999999,4,0.02,3.98,177,65,8,57,409.081881278,158.92535,15.999,142.92635,880,185,60,125,8.68,3.44,0,3.44,18,6,1,5,46.759371900000005,13.618054,5.1390767,8.4789773,80.55999999999999,32,1.16,30.84,164.792185278,63.996,2.8023200000000004,61.19368,699.9000000000001,240,3.7,236.3,17.8424,13.76,0,13.76,31.999999999999996,24,0.04,23.96,76.189668588,54.472216,0.110772,54.361444000000006,298,328,76.2
Y2Mo4O15Eu0.5,21.5,15,0.5,14.5,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,397.5,168,31.5,136.5,877.57868,383.8,75.982,307.818,1932.5,900,92.5,807.5,62.68,51.6,0,51.6,121,90,1,89,247.9102425,204.27081,2.8351925,201.4356175,298,393.5,77
Ba2Lu5B5O17Ce0.25,29.25,17,0.25,16.75,198,71,5,66,479.2188000000001,174.9668,10.81,164.1568,720,215,60,155,8.49,3.44,0.89,2.55,15,6,2,4,38.092208,13.618054,5.211664,8.406390000000002,642.5,355,14.5,340.5,1510.55,874.8340000000001,35.029,839.8050000000001,2796.25,1020,46.25,973.75,75.74,58.48,0.28,58.199999999999996,131.5,102,0.5,101.5,311.93434600000006,231.506918,1.38465,230.12226800000002,298,363,87
Ba2Y2.5Lu2.5B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,562.5,177.5,14.5,163,1295.3976,437.41700000000003,35.029,402.38800000000003,2808.75,1020,46.25,973.75,76.28999999999999,58.48,0.28,58.199999999999996,134,102,0.5,101.5,313.9128185,231.506918,1.38465,230.12226800000002,298,363,88
Ba2Y1.25Lu3.75B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,602.5,266.25,14.5,251.75,1402.9737999999998,656.1255,35.029,621.0965,2802.5,1020,46.25,973.75,76.015,58.48,0.28,58.199999999999996,132.75,102,0.5,101.5,312.92358225000004,231.506918,1.38465,230.12226800000002,298,363,90
Ba2Y4.95B5O17Ce0.01,28.96,17,0.01,16.99,166,58,5,53,393.15784,140.116,10.81,129.306,725,215,60,155,8.71,3.44,0.89,2.55,16,6,2,4,38.883597,13.618054,5.211664,8.406390000000002,466.63,193.05,0.58,192.47,1042.1720679999999,440.083908,1.4011600000000002,438.682748,2767.85,1020,1.85,1018.15,76.5102,58.48,0.011200000000000002,58.468799999999995,135.87,102,0.02,101.98,314.251164,231.506918,0.055386,231.45153200000001,298,345,90